,,,,,,,,,,,,,,,,
,Address,Type,Non brand clicks (3mnt),Sessions (3mnth),Sessions (6mnth),# links (desc),# links (faq),SKUs,score (traffic averages),priority score,Status,Current Intro,Intro (NEW),LEN (new),BATCH,Status
200,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/benchtop-cooking/rice-cookers-steamers,B3,298,348,697,0,0,3,110,110,200,"You’ll get a good deal when you buy Breville rice cookers and steamers online and in store from The Good Guys. Breville rice cookers and steamers allow you to make fluffy steamed rice, porridge, risotto and steamed dumplings at the comfort of your home.","Cook fluffy rice and steamed sides with Breville rice cookers and steamers offering one-touch programs and precise temperature control. Shop Breville at The Good Guys for multiple capacities, steaming baskets and keep-warm settings for weeknight meals.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/samsung/cooking-and-dishwashers/dishwashers,B2,403,234,691,0,0,2,111,111,200,You'll get a good deal when you buy Samsung dishwashers online or in store from The Good Guys. Order now to take your world in imaginative new directions.,"Simplify cleanup with Samsung dishwashers offering spacious racks, targeted spray coverage and smart wash programs for everyday loads. Shop Samsung freestanding dishwashers at The Good Guys for quiet cycles, durable finishes and efficient water use.",249,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/canon/computers-tablets-and-gaming/printers-paper-and-ink/inkjet,B3,70,291,691,0,0,4,75,75,200,"Get a great deal on a new Canon inkjet printer, available online or in store from The Good Guys. The Good Guys’ range of wireless and plug in inkjet printers, scanners and photo printers, paper and other printing consumables allow you to scan and print the best quality photos and documents at home.","Boost home printing with Canon inkjet printers delivering sharp text, photo colour and Wi Fi setup for study and work. Discover the Canon inkjet range at The Good Guys with MegaTank refills, duplex printing and compact all in ones.",231,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/breville/cooking-and-dishwashers/microwaves,B2,235,133,671,0,0,2,78,78,200,"You'll get a good deal when you buy Breville microwaves online or in store from The Good Guys. With features such as Sensor IQ Cook and Smart Settings, Breville microwaves take the guesswork out of cooking, reheating and defrosting.","Cook faster with Breville microwaves from The Good Guys, combining microwave, grill and convection functions for crisp, even results. Benefit from Sensor IQ and smart settings that simplify reheating, defrosting and multi-stage cooking for everyday meals.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/grills-and-sandwich-presses,B2,212,267,671,0,0,6,89,89,200,"You’ll get a good deal when you buy Sunbeam grills and sandwich presses online and in store from The Good Guys. Sunbeam grills and sandwich presses give you fast, easy breakfast in the morning, great tasting afternoon snacks, delicious grilled steaks and vegetables for fuss-free mid-week dinners and more.","Make quick meals with Sunbeam grills and sandwich presses offering fast heat-up, adjustable height and easy-clean non-stick plates. Explore Sunbeam at The Good Guys for toasties, paninis and grilled dinners with drip trays and compact designs.",243,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/smeg/cooking-and-dishwashers/cooktops,B2,156,243,664,0,0,30,79,79,200,"You’ll get a good deal when you buy Smeg induction, electric and ceramic cooktops online and in store from The Good Guys. Combining state of the art technology with beautiful Italian design, Smeg cooktops will add sophistication and style to your cooking. Available in a variety of sizes and finishes – 60cm with black finish, 60cm with stainless steel finish, 90cm with stainless steel finish and more – we have a Smeg cooktop for every kitchen.","Cook your way with Smeg cooktops spanning induction, gas and ceramic styles with flexible zones and responsive heat control. Discover the Smeg cooktop range at The Good Guys with 60cm and 90cm sizes, sleek finishes and easy clean surfaces.",239,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/russell-hobbs/laundry/ironing/irons,B3,193,335,651,0,0,1,93,93,200,"You’ll get a good deal when you buy a new Russell Hobbs iron, available online or in store from The Good Guys. The Good Guys’ range of irons is designed with the latest ironing technology to add to the heart of your home by making ironing easier and faster.","Save time with Russell Hobbs irons from The Good Guys, designed for smooth gliding, fast heat-up and consistent steam for crisp results. Tackle everyday creases with powerful steam output and practical controls that keep ironing simple and effective.",250,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/cooktops/gas-cooktops,B3,197,158,624,0,0,3,74,74,200,"Upgrade your kitchen with a new Bosch gas cooktop, available online or in store from The Good Guys. The Good Guys have a range of gas cookers in stainless steel, black and white in different sizes with advanced technology invented for life – for outstanding quality and longevity so you’ll be cooking with gas in no time.","Cook with responsive control using Bosch gas cooktops offering durable surfaces, efficient burners and wok zones for everyday meals. Discover Bosch at The Good Guys in multiple sizes with easy-clean designs and layouts for small kitchens or family cooking.",256,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/chef/cooking-and-dishwashers/ovens,B2,143,238,598,0,0,10,74,74,200,"You’ll get a good deal when you buy Chef electric, pyrolytic or freestanding ovens online or in store from The Good Guys. Chef ovens have all the features you need for easy baking, roasting, grilling, slow cooking and more. Available in white and stainless steel finishes to match your kitchen style.","Cook weeknight meals with Chef ovens offering versatile functions, fan-forced cooking and optional pyrolytic self-cleaning. Find Chef at The Good Guys in electric and gas models with simple controls, easy-clean interiors and sizes for built-in.",244,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/sony/audio/headphones/noise-cancelling-headphones,B3,241,344,584,0,0,20,96,96,200,"You’ll get a good deal when you buy Sony noise cancelling headphones online and in store at The Good Guys. Sony noise cancelling headphones filter unwanted sounds, so you can enjoy your favourite music without any destructions.",Control noise with Sony noise cancelling headphones using adaptive sound control and Bluetooth for clearer listening on flights and trains. Discover the Sony headphone range at The Good Guys with over ear or true wireless styles and long battery life.,251,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/omega/cooking-and-dishwashers/ovens/electric-ovens,B3,228,198,565,0,0,4,79,79,200,"Buy Omega electric ovens online and in store from The Good Guys. You’ll get a good deal when you buy a stylish Omega electric oven from The Good Guys. Choose from a 60cm, 70cm or 90cm Omega electric oven. Omega understand that modern homes need reliable cooking appliances with features designed to make life easy.","Cook with confidence using Omega electric ovens with fan-forced heat, multi-function modes and precise temperature control. Choose Omega at The Good Guys for generous capacities, Air Fry functions on select models and easy-clean interiors for everyday meals.",258,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/omega/cooking-and-dishwashers/dishwashers,B2,165,133,558,0,0,6,64,64,200,"You’ll get a good deal when you buy Omega dishwashers online and in store from The Good Guys. Omega freestanding dishwashers and integrated dishwashers are packed full of innovative features that clean effectively and efficiently. With more than 30 years experience in the Australian market, you know Omega will always serve you well.","Simplify cleanup with Omega dishwashers offering multiple programs, water-efficient performance and flexible loading. Choose freestanding or integrated Omega models at The Good Guys to suit your kitchen layout and make washing up easier every day.",247,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/dimplex/heating-and-cooling/air-conditioners/portable-air-conditioners,B3,364,340,551,0,0,3,110,110,200,"Buy a Dimplex portable air conditioner in Australia online or in store from The Good Guys. You’ll get a good deal on portable Dimplex air conditioners that keep you cool in summer, and reverse cycle Dimplex portable air conditioners that keep you cool in summer and warm in winter too.","Keep rooms cooler with Dimplex portable air conditioners providing flexible cooling capacity and dehumidifying for bedrooms or studies. Discover the Dimplex portable range at The Good Guys with caster wheels, window kits and remote controls.",241,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/epson/computers-tablets-and-gaming/printers-paper-and-ink/ink-toner,B3,15,178,531,0,0,30,48,48,200,"Keep your home office stocked with Epson cartridges and paper, available online or in store from The Good Guys. The Good Guys has a wide range of printer ink and toner cartridges, paper, and cables includes inkjet and laser printer ink and toner cartridges so you have everything you need for print perfection.","Keep prints consistent with Epson ink and toner for sharp text, vibrant colour and reliable page yields in everyday printing. Shop Epson at The Good Guys for cartridges and EcoTank bottles matched to your printer for easy replacement and steady results.",253,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/fujitsu/heating-and-cooling/air-conditioners/split-system-air-conditioners,B3,2,271,531,0,0,11,56,56,200,"You’ll get a good deal when you buy Fujitsu split system air conditioners online and in store at The Good Guys. Whether you want a reverse cycle split system air conditioner, a reverse cycle split system air conditioner with WiFi connectivity, or a cooling only split system air conditioner, there’s a Fujitsu air conditioner to suit your needs. For heating and cooling technologies that keep the whole family happy, choose a Fujitsu split system.","Stay comfortable with Fujitsu split system air conditioners offering quiet operation, precise temperature control and reverse cycle heating and cooling. Choose Fujitsu at The Good Guys with multiple kW sizes, energy ratings and Wi-Fi control on select models.",259,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/mixers-and-food-processors/hand-mixers,B3,265,255,518,0,0,1,87,87,200,You’ll get a good deal when you buy Breville hand mixers online and in store from The Good Guys. You can say good bye to manually mixing cake batters and kneading dough when you have Breville hand mixers in your kitchen.,"Cut mixing time with Breville hand mixers using multiple speeds and strong beaters for smoother batters, creams and doughs. Discover the Breville hand mixer range at The Good Guys with turbo boosts, dough hooks and compact storage designs.",239,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bosch/laundry/washing-machines/washer-dryer-combo,B3,187,117,518,0,0,1,63,63,200,"You'll get a good deal when you buy Bosch tumble dryer online and in store at The Good Guys. Whether you want a medium Bosch heat pump or condenser dryer, you'll enjoy the amazing features that will make laundry routine so enjoyable. With many years experience in the field, you know you can always rely on Bosch dryers.","Cut laundry steps with a Bosch washer dryer combo that washes and dries in one unit with sensor control for everyday loads. Discover the Bosch washer dryer range at The Good Guys with compact designs, wash programs and timed dry settings.",238,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners,B1,122,141,511,0,0,30,57,57,200,You’ll get a good deal when you buy a Bissell cleaner for your floors online or in store from The Good Guys. Bissell floor cleaners are designed to save you time and make cleaning easy.,"Remove deep stains and pet hair with Bissell vacuums and cleaners offering strong suction, targeted stain removal and steam cleaning. Shop compact spot cleaners, hard floor machines and accessories at The Good Guys for fast, efficient whole-home cleaning.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/panasonic/televisions/media-players/pvr-and-dvd-players,B3,132,251,498,0,0,5,69,69,200,You’ll get a good deal when you buy Panasonic DVD players online and in store at The good Guys. Enjoy endless movies and TV shows with Panasonic DVD players.,"Record and replay with Panasonic PVR and DVD players with easy scheduling, reliable playback and sharp picture upscaling. Shop Panasonic players at The Good Guys for convenient recording, simple menus and home entertainment that's easy to control.",247,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/mixers-and-food-processors/stick-mixers,B3,283,230,492,0,0,1,85,85,200,You’ll get a good deal when you buy Sunbeam stick mixers online and in store from The Good Guys. Achieve perfect blending consistency with Sunbeam stick mixers. Some models have dishwasher safe parts so you can spend less time cleaning and do more cooking.,"Blend faster with Breville stick mixers offering cordless convenience, stainless blades and variable speeds for smooth soups and sauces. Shop Breville at The Good Guys for detachable shafts, easy-clean parts and whisk or chopper attachments that speed up prep.",260,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/logitech/computers-tablets-and-gaming/software-and-accessories/keyboards-and-mice,B3,58,170,472,0,0,30,50,50,200,"Get great value on Logitech keyboards, mice and accessories, available online or in store from The Good Guys. The Good Guys’ range of wireless mouse, keyboard, and monitor options with bluetooth technology, and electric writing tablets create better, richer, more delightful entertainment experiences and create a cable and clutter-free workspace.","Work comfortably with Logitech keyboards and mice combining precise tracking, quiet typing and reliable wireless connectivity. Create a tidy desk with Bluetooth options at The Good Guys, plus long battery life and responsive controls for work.",243,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/hp/computers-tablets-and-gaming/printers-paper-and-ink/inkjet,B3,31,154,472,0,0,6,45,45,200,"Get printing at home with a HP inkjet printer, available online or in store from The Good Guys. The Good Guys’ range of wireless and plug in inkjet printers, scanners and photo printers, paper and other printing consumables has everything to complete your home office set up.","Print crisp documents and photos with HP inkjet printers with wireless setup, all-in-one functions and efficient ink systems. Shop HP at The Good Guys for compact models, duplex printing and scanning that suits schoolwork, home offices and everyday tasks.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/braun/health-and-grooming/grooming/shavers,B3,49,166,465,0,0,4,48,48,200,"You’ll get a good deal when you buy a Braun electric shaver online or in store from The Good Guys. The Good Guys’ range of men’s shavers for wet and dry shaving have a range of showerproof, trimming and rechargeable features so you can easily take care of unwanted hair and always look your best.","Stay sharp with Braun Shavers from The Good Guys, designed for close, comfortable grooming with precision cutting systems and flexible heads. Save time with cordless, rechargeable options and wet & dry use that fit seamlessly into your shaving routine.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/brother/computers-tablets-and-gaming/printers-paper-and-ink/ink-toner,B3,42,194,465,0,0,30,50,50,200,"You’ll get a good deal when you buy Brother cartridges and toner online or in store from The Good Guys. The Good Guys’ range of printer ink and toner cartridges, paper, and cables includes inkjet and laser printer ink and toner cartridges – all-in-one colour printing cartridges, replacement cyan, magenta, yellow, and black ink cartridges, computer cables and extension leads – so you have everything you need for print perfection.","Keep prints consistent with Brother ink and toner matched to your printer for sharp text, clean colour and reliable page yields. Buy Brother cartridges at The Good Guys for easy installation, XL options, value packs and simple replacements for home.",249,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/smeg/cooking-and-dishwashers/microwaves,B2,281,174,458,0,0,8,77,77,200,You’ll get a good deal on Smeg microwaves online and in store from The Good Guys. A Smeg microwave brings technology with style to your kitchen so you can make meals in a flash.,"Cut kitchen downtime with Smeg microwaves combining fast heating with grill or combi options for reheating, crisping and quick bakes. Discover the Smeg microwave range at The Good Guys with built in or benchtop styles and matching finishes.",240,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/braun/laundry/ironing/irons,B3,181,251,458,0,0,3,73,73,200,You’ll get a good deal when you buy a Braun iron online or in store from The Good Guys. The Good Guys’ range of irons features the latest in ironing technology to make every day ironing easier and faster.,"Smooth out everyday creases with Braun irons from The Good Guys, combining powerful steam, precise temperature control and ergonomic handling. Save time with fast heat-up, consistent steam output and glide-friendly soleplates for efficient garment care.",253,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/beurer/health-and-grooming/personal-care/massagers,B3,158,178,458,0,0,14,62,62,200,"Buy a Beurer massager and Beurer foot spa online or in store from The Good Guys. You’ll get a good deal on a Beurer shiatsu seat massager, Beurer handheld massager and Beurer foot spa so you can soothe sore feet, shoulders and back muscles any time.","Keep recovery on track with Beurer massagers offering targeted pressure and optional heat after work, training or long days. Discover the Beurer massage range at The Good Guys with massage guns, shiatsu cushions and foot massagers for home use.",244,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/one-for-all/televisions/tv-cables-and-accessories/remote-controls,B3,87,170,445,0,0,13,52,52,200,You’ll get a good deal on a One For All TV remote online or in store from The Good Guys.,"Replace lost remotes with One For All controls at The Good Guys, for simple setup and easy navigation across home devices. Choose One For All remotes with learning functions, multi-device control and ergonomic layouts to keep everyday viewing seamless.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/ezymount/televisions/wall-mounts-and-stands/tv-wall-brackets,B3,205,206,438,0,0,19,70,70,200,"You’ll get a good deal when you buy Ezymount TV wall brackets online and in store at The Good Guys. Mounting your TV on the wall is fast and easy with Ezymount TV wall brackets. Whether you want to wall mount your 32 inch TV or your 75 inch TV, Ezymount TV wall brackets would offer an ideal solution to your wall mounting needs.","Stay comfortable with secure Ezymount TV wall brackets that support a wide range of screen sizes, tilt and full-motion viewing, and strong weight capacity. Discover mounting options at The Good Guys for streamlined setup and space-saving TV placement.",251,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/smeg/cooking-and-dishwashers/cooktops/gas-cooktops,B3,177,166,418,0,0,16,61,61,200,You’ll get a good deal on Smeg gas cooktops online and in store from The Good Guys. A Smeg gas cooktop brings technology with style to your kitchen so you can cook like a pro.,"Cook with precise flame control on Smeg gas cooktops using multi burner layouts and sturdy trivets for simmering, searing and wok cooking. Discover the Smeg gas cooktop range at The Good Guys with gas on glass options and 60cm or 90cm sizes.",241,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/tefal/small-kitchen-appliances/benchtop-cooking/slow-cookers-and-pressure-cookers,B3,161,133,418,0,0,1,56,56,200,"You’ll get a good deal when you buy Tefal slow, pressure and multi-cookers online or in store from The Good Guys. The Good Guys’ range of slow cookers, pressure cookers and multi-cookers are designed to enhance your life with different cooking methods– set and forget for flavoursome slow cooking, dish up hearty meals quickly with pressure cooking, or cook fast and slow in a multi-cooker.","Cut hands on time with Tefal slow cookers and pressure cookers combining one pot programs and timer control for weeknight meals and batch cooks. Discover the Tefal cooker range at The Good Guys with multi cook modes, saute steps and family capacities.",251,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/vax/vacuums-and-cleaners/vacuum-cleaners,B2,144,214,418,0,0,3,62,62,200,"You’ll get a good deal when you buy Vax vacuum cleaners and cleaning supplies online or in store from The Good Guys—whether you want a cordless Vax stick vacuum, Vax pet vacuum, Vax barrel vacuum, Vax steam pads, Vax steam detergent, Vax carpet cleaning solution or Vax filters.","Maintain cleaner floors with Vax vacuum cleaners from The Good Guys, designed to tackle pet hair, wet spills and everyday dust. Choose bagged, bagless, barrel or backpack models with strong suction and versatile tools to streamline whole-home cleaning.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/kenwood/small-kitchen-appliances/mixers-and-food-processors,B2,65,210,412,0,0,21,51,51,200,"You’ll get a good deal when you buy Kenwood stand mixers, hand mixers and food processors online and in store from the Good Guys. Kenwood mixers and food processors give you clever features so your time in the kitchen is enjoyable and you can create more.","Prep and bake with Kenwood mixers and food processors with powerful motors, generous bowls and precise speed control for recipes. Shop Kenwood at The Good Guys for attachments that chop, slice, knead and whisk, helping speed up meal prep and baking tasks.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/asko/cooking-and-dishwashers/ovens,B2,151,113,405,0,0,18,52,52,200,"Buy stylish ASKO electric ovens, ASKO pyrolytic ovens, ASKO steam ovens and ASKO built in microwaves online or in store from The Good Guys. You’ll get a good deal on ASKO built-in ovens from The Good Guys. ASKO ovens are known for their sleek, minimalist design, Scandinavian technology, durability and ability to deliver stress-free cooking time after time.","Cook with steady results using ASKO ovens delivering consistent heat and multi function modes for roasting, grilling and baking. Discover the ASKO oven range at The Good Guys with built in designs, pyrolytic cleaning on select models and steam options.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/dishwashers/integrated-dishwashers,B3,143,129,405,0,0,7,52,52,200,"You’ll get a good deal when you buy Bosch integrated dishwashers online and in store from The Good Guys. Invented for life, Bosch integrated dishwashers are packed full of amazing features, water and energy efficient, and made of high quality, durable materials.","Keep a streamlined kitchen with Bosch integrated dishwashers designed for quiet cleaning, flexible loading and built-in styling. Shop Bosch integrated models at The Good Guys for efficient wash programs, water-smart performance and tidy finishes.",246,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/tefal/small-kitchen-appliances/benchtop-cooking/rice-cookers-steamers,B3,138,166,405,0,0,1,56,56,200,You’ll get a good deal when you buy Tefal rice cookers and steamers online or in store from The Good Guys. The Good Guys’ range of rice cooking and steaming machines are designed for stacking and steaming your vegetables and to make the perfect rice and risotto – enhancing your life with modern advanced ideas so you can enjoy every moment of cooking healthy meals at home.,"Make mealtime easier with Tefal rice cookers and steamers from The Good Guys, combining even heating, preset cooking modes, and easy-clean bowls. Save time with compact designs that handle fluffy rice, slow cooking, and gentle steaming for healthy home dishes.",260,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/miele/cooking-and-dishwashers/dishwashers/integrated-dishwashers,B3,105,133,405,0,0,13,48,48,200,"Miele integrated dishwashers are available online and in store at The Good Guys. Miele integrated dishwashers are water efficient, powerful, durable, especially designed to enhance your kitchen design and aesthetic.","Keep a seamless look with Miele integrated dishwashers with quiet operation, flexible loading and AutoDos dosing for reliable cleaning. Explore Miele at The Good Guys for fully or semi integrated options with efficient cycles and finishes for modern kitchens.",259,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/hp/computers-tablets-and-gaming/printers-paper-and-ink/ink-toner,B3,9,146,405,0,0,30,37,37,200,"You’ll get a good deal when you buy HP cartridges and cables online or in store from The Good Guys. The Good Guys’ range of printer ink and toner cartridges, paper, and cables includes inkjet and laser printer ink and toner cartridges – all-in-one colour printing cartridges, replacement cyan, magenta, yellow, and black ink cartridges, computer cables and extension leads – creating a better future for everyone through innovation so you have everything you need for print perfection.","Keep prints consistent with HP ink and toner for clean text, reliable colour and steady page yields in everyday printing. Shop HP supplies at The Good Guys for standard and XL cartridges plus ink bottles that match your printer and simplify replacements.",254,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/kambrook/heating-and-cooling/coolers/tower-floor-and-pedestal-fans,B3,105,230,385,0,0,5,57,57,200,Buy a Kambrook fan in Australia online or in store from The Good Guys. You’ll get a good deal on modern and traditional Kambrook fans so you can beat the heat in summer.,"Cool rooms quickly with Kambrook tower, floor and pedestal fans offering multiple speeds, oscillation and timers for day-to-night use. Pick Kambrook fans at The Good Guys for compact designs, remote options and adjustable airflow for different rooms.",250,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/coffee-machines-and-beverages/coffee-grinders,B3,200,178,372,0,0,3,63,63,200,"You’ll get a good deal when you buy Sunbeam coffee grinders online and in store from The Good Guys. Sunbeam coffee grinders ensure effective and efficient grinding performance every time, giving you the best quality ground coffee.","Brew better coffee with Sunbeam grinders offering consistent grounds, adjustable settings and easy daily use for different brew styles. Shop Sunbeam coffee grinders at The Good Guys for burr and multi-grind options to help dial in flavour for espresso.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/canon/digital-cameras/cameras,B2,14,190,372,0,0,5,41,41,200,You'll get a good deal when you buy a Canon cameras and lense kits online or in store from The Good Guys. Order now so you can bring your memories to life.,"Create sharper moments with Canon cameras combining fast autofocus and strong sensors for stills and 4K video in changing light. Discover the Canon camera range at The Good Guys with compact models, DSLR bodies and mirrorless kits plus lenses.",243,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/remington/health-and-grooming/grooming/shavers,B3,99,166,365,0,0,8,49,49,200,"You’ll get a good deal when you buy a Remington electric shaver online or in store from The Good Guys. The Good Guys’ range of men’s shavers for wet and dry shaving have showerproof, trimming and rechargeable features so you can take care of unwanted hair and always look your best.","Keep grooming quick with Remington shavers designed for close cuts and wet or dry use across daily shaves and touch ups. Discover the Remington shaver range at The Good Guys with foil or rotary styles, pop up trimmers and cordless charging.",240,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/chef/cooking-and-dishwashers/cooktops,B2,66,77,365,0,0,8,35,35,200,"You’ll get a good deal when you buy Chef induction, gas, electric or ceramic cooktops online or in store from The Good Guys. Chef cooktops give you tasty everyday meals and are easy to clean, so you can spend more time doing the things you love. Available in different sizes and finishes – 60cm with stainless steel finish, 70cm with black finish, 90cm with white finish and more to suit any kitchen style.","Control everyday cooking with Chef cooktops using gas, ceramic or electric zones plus easy clean surfaces for faster wipe downs. Discover the Chef cooktop range at The Good Guys with 60cm and 90cm sizes and multi burner layouts today.",234,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/chef/cooking-and-dishwashers/ovens/freestanding-ovens,B3,124,154,359,0,0,4,50,50,200,Buy a Chef freestanding oven online or in store from The Good Guys. You’ll get a good deal on a versatile freestanding oven from The Good Guys. Chef freestanding ovens offer the convenience of an oven and cooktop in the one until. Chef freestanding ovens have all the features you need to make delicious meals for your family.,"Make family dinners easier with Chef freestanding ovens combining an oven and cooktop in one space-saving unit with fan-forced cooking. Choose Chef at The Good Guys for gas or electric options, easy-clean interiors and generous capacity for roasting.",250,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/karcher/vacuums-and-cleaners/carpet-cleaners-and-steam-mops,B2,74,89,345,0,0,8,36,36,200,You’ll get a good deal when you buy a Karcher steam cleaner or Karcher vacuum online or in store from The Good Guys.,"Keep floors fresher with Karcher floor cleaners covering steam, hard floor washing and spot cleaning for tiles, timber and rugs. Discover the Karcher cleaning range at The Good Guys with handheld tools, canister units and accessory kits.",237,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/ninja/small-kitchen-appliances,B1,12,24,345,0,0,30,22,22,200,"You’ll get a good deal when you buy a Nutri Ninja in store or online from The Good Guys. With the power to give you super smooth results, Ninja blenders make it easy to get a big daily dose of vitamins and nutrients from a healthy smoothie.","Power through prep with Ninja small kitchen appliances for blending, air frying and coffee making with practical controls. Find Ninja at The Good Guys for generous capacities, quick programs and easy-clean designs that keep snacks, meals.",238,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers,B1,0,12,345,0,0,30,19,19,200,"Buy Bosch built in ovens, freestanding ovens, rangehoods, cooktops, dishwashers and microwaves in store and online from The Good Guys. You’ll get a good deal on Bosch kitchen appliances – known for their build quality and designed to complement any kitchen.","Upgrade your kitchen with Bosch cooking and dishwashing with precise temperature control, efficient cleaning and flexible installation. Explore Bosch at The Good Guys for pyrolytic ovens, induction cooktops, rangehoods and dishwashers for everyday cooking.",256,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/mixers-and-food-processors/hand-mixers,B3,153,178,339,0,0,3,55,55,200,"You’ll get a good deal when you buy Sunbeam hand mixers online and in store from The Good Guys. Sunbeam hand mixers allow you to mix cake batters, whip cream and whisk egg whites with ease to give you convenient baking.","Mix, whip and fold with Sunbeam hand mixers with multiple speeds and comfortable grips for everyday baking tasks. Find Sunbeam hand mixers at The Good Guys for consistent power, easy storage and accessories that help handle batters, creams and egg whites.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/ovens/pyrolytic-ovens,B3,64,85,332,0,0,14,34,34,200,"Buy a Bosch pyrolytic oven online or in store from The Good Guys. You’ll get a good deal on a 60cm Bosch pyrolytic oven – pyrolytic technology makes oven cleaning a breeze and clever oven settings take the guesswork out of cooking so you’ll be able to grill, roast and bake to perfection every time.","Cut scrubbing time with Bosch pyrolytic ovens that burn baked-on spills to ash while offering even, precise cooking. Explore Bosch at The Good Guys for fast preheat, automatic programs, multiple shelf levels and roomy cavities for busy weeknights.",247,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/russell-hobbs/small-kitchen-appliances/benchtop-cooking/slow-cookers-and-pressure-cookers,B3,42,89,332,0,0,6,32,32,200,"You’ll get a good deal when you buy Russell Hobbs slow cookers online or in store from The Good Guys. The Good Guys’ range of slow cookers, pressure cookers and multi-cookers are designed for different fast and slow cooking methods – adding to the heart of your home with set and forget flavoursome slow cooking, quick hearty pressure cooking meals, and multi-cooker fast and slow cooking options.","Cook with less effort using Russell Hobbs slow cookers and pressure cookers for set-and-forget meals and faster weeknights. Shop Russell Hobbs at The Good Guys for multi-cooker programs, generous bowls, delay timers and handy sear and keep-warm functions.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/epson/computers-tablets-and-gaming/printers-paper-and-ink/inkjet,B3,22,162,332,0,0,7,37,37,200,"You’ll get a good deal when you buy Epson inkjet printers and consumables online or in store from The Good Guys. The Good Guys’ range of wireless and plug in inkjet printers, scanners and photo printers, paper and other printing consumables allow you to scan and print the best quality photos and documents at home.","Print crisp text and vibrant colour with Epson inkjet printers with wireless setup, scan-copy functions and EcoTank refill options. Choose Epson inkjet models at The Good Guys for efficient home-office printing with fast output and flexible paper handling.",256,Batch 1,Briefed for bulk upload
