# ----------------------------------------
# GA4 - TGG App + Web RollUp
# Traffic acquisition: Session primary channel group (Default Channel Group)-Tab 3
# 20260130-20260429
# ----------------------------------------

,Session primary channel group (Default Channel Group),Cross-network,Cross-network,Cross-network,Cross-network,Organic Search,Organic Search,Organic Search,Organic Search,Direct,Direct,Direct,Direct,Organic Social,Organic Social,Organic Social,Organic Social,Paid Search,Paid Search,Paid Search,Paid Search,Totals,Totals,Totals,Totals
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeZxETCnfIPfW9sADqwedQ2qZWIFqPDgAEdEgpiK10hKBpI_ibY-qQkREZ64k_aem_JKjjCuYflbNIGnsADy6Stw,20260313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeZzrUUTuOVrxgU3HFO-wei3uyGVxtl6mYHqp1PmMKMkYwDntvPykhd58z1R8_aem_hfJ_H-kCnU108bje8AJ0Tg,20260311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe_IWCAYTVXnmU6ph_VZFkcrOcwPu14Asr37_gQ754Y9BUnHr8A6jwwUU4By4_aem_CmP7mjnSOgoZy3kFy3xI3w,20260206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe_l9myvBw9gorWGra9vYUIEgpi6i9q0xzHk2Zm6ePfxhXLoSBx8WJdjsKdPU_aem_9mLX3dUtpr3_lJYdqIlCDw,20260306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe_vI4Ksb4zFtnnjpmTY_Er1GaUYxWpCTQfAHHetW_FMbHABqae9yFuNvRR1Q_aem_hQVXBOWgzBMGnAn3PeoR2w,20260210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEea0oJLNdYIsquGkg43n_zClqlYUQ6wg5hENyUVvyisEkLjuFgDglFXoAqbcE_aem_A7W9psTDwLWJK6jFdzairA,20260307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeaNsejtsGJ4XhsRU-bAUzKDiwg56llZNc-vDL1E7Ro8Rt5R9EPYIx8DhluJc_aem_3c7sZTDTLAMVg5CeZRpm6A,20260130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeaeQv-ILzHNi8j1J1fLnDJdozshMXuOZczE31QWMzrs8ZKIn5zQGwnpOXzRY_aem_LuKfpQA_7fHcFN_QBADwyg,20260313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeal4imsBGaQDsRI9DNWooMfBcqUMfcCseT8J3hVX_Fh_hqTVqVGdWr0rV9Ew_aem_VarFsITWTG9DWEvUdZuqKg,20260317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeb-LQyXj5CkGN3Us_H8VofUHbia7hW1BRTKndxtWkwsa_MzrbNMQLi0Ymtjc_aem_4q8IAACFHIwDkaivwD_TZw,20260204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebL33j45nqo-V8HeIqk6nh-4tU1Hz1WmvKRAvHAyrl2haSnE9qXbgYBSDzlY_aem_zFgVBQrAJvXXZ8FfB2i4gg,20260226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebOHp4dSObkhDpHo0lfVmlyw1jPFWOKwyP3Sto47n-ChXM2KZ43-MkSzL8Y8_aem_5_FeFtK0CLk7--_wLWPFyA,20260315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebPx-8a19IVpjwsEDG7ysoV_TgW7nvvxHEa2ScRrIErPeOkhhtHohkcITfuQ_aem_SwPl_12uSQlp6zlzDl-TOA,20260305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebRNR28FJxyoEpwXngP7C5URzO3KXwBrkbHY05grzGy6-_9IWBoDFYtrn6qM_aem_YKknwAX5mJegPWyB_WbypA,20260317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebdQSwTOBpC92Iczcyfw1EOBdgew3q18C2PGE1srt19QgOTtWwDh2jL5cC6c_aem_aK8-Km9PK1O8dF7zuF3hhA,20260308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebdsRpAs8JSkgVzSngIIBaD1Q2FYUmVmbFvevcHU4fc_vFDYNPCy4gBSSXN0_aem_XXq3tOCPKAZYp1d2B6RaWw,20260304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebiSXwTegvcm1wUc3hXgImPhZDai4dbOz6dIEYM0mrKMgblc3GgWnenUB-FI_aem_IKl3HDT8_M7bGC7W-4PlCA,20260227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebpVJIjWxzq7Tz39fZ4LjwxadJvZ8eykNrVb17982oYVy4GVRNefiG3nbK_s_aem_bIHqn6R4iusS5KEW8F3M7w,20260314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebvqfuH_EX4E92qy3mBcuXMM_Qp8u7DS2XjwWdEYquYlWGNna33smekYVoR0_aem_5T-_Xc1MxHDrdNaiqPLikg,20260312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebxbGb5SrZDRLmfVvbeIteQZv26kpW_1kPvLVf3e60h2mIUsj9-ZU6vlkfH8_aem_uRB9gI2mxnWBPFuthfRKkw,20260315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEebxj9LxLeGBt6_EsKTuKU9zEA2FospDM6QSOVWHCcSNFc_4AC7SKH785nQCI_aem_5k15GFb6sQPRa0eGmoMI0Q,20260303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEec5ys_TxRXTRCc9x_5nfRQn-CV_0nysJJ_Lq5_n7cG37SZ7-JgyhX1M_xxag_aem_D4M7K2EiGy4gaVU1QlQb8g,20260211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEec7b9Zk-oiPbCClVWKJq1zB2cu91TL1O76tvBbgcjBGYx-MyArdvUHtdNsgA_aem_8b2Qh_nJv8VGOwAHWsWPkg,20260306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEec8VZYmqhAdviRyV5uinZZ0Z4Uue3QoUL0DFixuhIspV98IeAHxjC62_Wb54_aem_vNNG4kZFRkodYnna2NkvHw,20260307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEecID67iBQg14lmTBgQYHpYjUXUnzBkD3W15GZrmTjEtmm8Ys8ndppLC0OEZ0_aem_TzGvXj4hHPrza7eNTReldA,20260302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEecN9klSag29TqYGOvd525llHC3-Q3Y_qUIbr5D-a2yf44RObKsyQpXy4bvaE_aem_Ug8GIFBmDM2DEPLXBNIr_g,20260316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEecXEnPI6drDfRj1ylzs_GUvXzXRFilzF-R0zYeo5YS-LNSMwNEYmtN5qslfc_aem_WJavm05SIMeCwDW0sXhEKQ,20260304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeceAlqs9ixOdlIPhzlk8JRL6NwnhdrkVDECOs5Bm7_NvNKbO9IkLf7W33aZ4_aem_vU9IPuuoAqyPqPGVTIbgWA,20260317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEecf13BB41b-LlyEAL3Zm8uFsAt6ivfY_tYK_r9xT34gxF-LJWK7C3gowkN0g_aem_DHyiZ-fIsmHr1OldMexWIA,20260210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEecowgq1tYiU8GL5NLQGXyUZNrWJZUzouvu2TjLebZCO_B7TL4nm-ADp-EbO8_aem_GHvVbqDbSBOL4vBNlJf9uA,20260317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEedLNeF8h9DmkURrZPvSCguVxwrgY0mI0UvEr8z7XVpgOpMvjHymtUM4Iskkg_aem_Wv11SKMlHB_yFrvS3QmZGg,20260302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEedUjJQlfIRjyhY0xxaKqHDGd7j-iEqvtYwL2hW_fkEWC6hnUOSby_TyyKum4_aem__lWeOFpwnutNA0Z4egoFzw,20260313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEedXxFFHGnwXY3xc7CVjqTNQCST-5TvStPdgXch4RFDYdHn0zGzDOGn3MAUhc_aem_YhqVvxkyyx7emRZwfOYxVA,20260309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEedlC5skUz-_vH5kwnEChs37Emp-5qX7r9zNQMsrVZWPVe7L4FueYkwchsIIs_aem_Pvozs21pnxqMonZ5SypxLw,20260226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEee8WIh5pQZ4YJ4arjubtCb-FwnI7l2sgEl_eXO7fPOZsm1-g62uB_BsMvSGg_aem_dEXlTd9w4XwcsMWM2dQzVw,20260317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeeLbVeVWchk5R0KMQH9iNRBGX-EY7cWMYIj7pb5q92WCU6TTJk-Pr2ZYtnN8_aem_IdPE2qHOR10i92FFYufwIw,20260225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeewIQqSwvhin9eByAqQ4OftzPL_ZhAFHc-M1U1728cNG-ZdJ4-goKIoSdV_s_aem_BhlxxBTcZwl-Dsz-TzM6_Q,20260307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeeweYhjbRA7lXtP0NRCyDAHncpp3dRMoC4498HXtQddAoFhOP-jsi2u8rIc8_aem_DaK0jjQlitn8-DQpSYZOPA,20260308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeez3z-FlKMDwRLkzuRBtvBtAuyyQrLyvZiW5siQAi5SX0AJ6VbGpVLGwjo2o_aem_cqutCUd7kjJ-xl4M1p5CNA,20260219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEef95u45CHSqfbjIbT2GnrHp4jbaX727f8ZD6Qj008FIqUC5VwqDVrYTyi1v0_aem_kvqZ52OltntCwHBC9hj-Yg,20260304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEefP0tsY68BOf9beh2t41aAVBeUltTA-0KAR1VHnqyBZs-kMTEHKJvmfuaOto_aem_I6o9QPmfnsZyoLIQHMtw_w,20260312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEefUyFmIWsq0l0AxtxNMC7B4m0bSwrj5zsEmwEhLAMzJPqSfyCv4Rj3dbO3HU_aem_e0Pxba8gChedhjAfcCrNcg,20260307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEefr8XHa9Eab44chhq519OuYUTcN9lDPrfaeJu928yEGuftTh2locOpBSPQbY_aem_cB6a3ieMZ5TzIVGNAfty7g,20260205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeg4wdbrKufx74RKbqqp8mmfO6fqULOYhpADylDM_N_eP4-sKIPZogDZkERoQ_aem_mTTunHfAgO5yF6hPmBFgPA,20260320,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEegB82fh3cUJrZKX1P7vpQqhk4_b74msmUv2Q50YQLeyaRDnDu6N4mvpMJGD8_aem_yYWrYvT20CkzQZ-GBNeEig,20260303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEegScku9klkdsBE6mkCqhVTQX0vq2ZVifcSfAnzR6pDYsbtmAPLy5czQIYSnw_aem_r2XzuqWD7hZRJgjja2bJsw,20260310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEegtF_eOnBAkKip0P61w_0mFdey12mfChrGRd6wK4mu6QkJUajuOASlQlzY44_aem_UGCdlOK_EEg0yAqp5tHc2g,20260312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeh2JTK5_kXSI5jyPK-j3eihhXQkGDgVg9DGgEhMb_0CgG29owURou4tgKIFs_aem_5Q-b7i2MHt6JTzXl6e85yw,20260319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeh347fUSh0XzFJ9fEz61Imo2E-MW1QdvyA8E7l2g3wMt--6Ax-SKrWFwsp60_aem_JhJ1WbYgqgiDzq8HM6Km7g,20260317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeh5JsEIftekgai_z3CEy8k2C5VxMSXwsTnLvnIXF-g664Bky3k7b3d02xvz4_aem_y9EiwPHHi5rmeDjTvJgRhA,20260317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEehlebx-3uQiFEqIcGGYLgE88Cr1RFGt7YYgryaBg1doSgrcM5purCnx-xzv8_aem_Sfc3QflskQvKkWX-kp2fxg,20260131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEehsHF_zrQEJohVvGvVqwGt2yaB3TxB_AmA461AzSXP4pMZGFLkFTbV-tchXM_aem_YjrszpGLS6-d0G-VAaMpxA,20260305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeiR6_cUnqJMkf357u-Hcues032aXpemj7lep4SUJZwSO6gZmZIg91ctt0rL4_aem_vdmB5r8AuUInYB--Ck-GhA,20260204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeitY_VwvgOSvKmnEvqZ2FA7lY8pfWBRUWb_N7PE_zQ-Qs3n2mDchQrO67WNo_aem_dnIK5sofv9rrv86-BIVL6g,20260225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEejJS3NDuFESN9ar1LbJ5g23gCL9uW07sH9ACc1poEx24S1SqbwOEra25xwmk_aem_h34TdLR3eY4L1oJD0U8QEg,20260309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEejTalzQdDGoa3Lgzl6BZqQpQPk6Dn0CPaNULEk5z2-J0885kBYXbDmhSqsYg_aem_-cEHwXC5BYojILyzQk8fpA,20260207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEejb4G48Oed6weXqJQjx6fTi7YuydxG4hzjJJwQf7CwCbtPOX2r-3v_FeXCQo_aem_Os0V8ICs9XRu8vVJdobMDA,20260131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/dyson-supersonic-hair-dryer-origin-nickel-copper-110442-01?fbclid=IwZXh0bgNhZW0BMABhZGlkAaskxZbtcN1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEejhmprLVYIxCt81Jtj8z6OSj7lw6xfWjUa1Pb_OjlRT8jRo2a0VBHjk01nvo_aem_XvdcMD82y9ZJouPL6HDrnA&campaign_id=120225462512510685&ad_id=120230245732990685,20260202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
